,Timestamp,"//*[@id=""c-220930""]/p[1]_RELOC","xpath//*[@id=""c-220930""]/p_SEL","//*[@id=""blockGrid-section-12-1""]/div[1]_RELOC",class namesection__container_SEL,"xpath//*[@id=""blockGrid-section-12-1""]/div_SEL","//*[@id=""c-220893""]/div[1]_RELOC",class namedetail__container_SEL,"xpath//*[@id=""c-220893""]/div_SEL","//*[@id=""c-220851""]/div[1]/div[1]/div[3]/div[1]/h3[1]/span[1]_RELOC",class nameu-nowrap-sm_SEL,"xpath//*[@id=""c-220851""]/div/div/div[3]/div/h3/span_SEL","//*[@data-ga-track-id=""nav_main_header_level2_trainingservices""]/dt[1]/span[1]_RELOC","xpath//*[@id=""header""]/div/div/nav/ul/li[3]/div/div/div[3]/dl/a[2]/dt/span_SEL","//*[@id=""c-193668""]/p[2]_RELOC",class nameu-text-center_SEL,"xpath//*[@id=""c-193668""]/p[2]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" _platformNavItem "")]/div[1]/div[1]/div[3]/ul[1]/li[2]_RELOC",class namelink-group__list__li_SEL,"xpath//*[@id=""header""]/div/div/nav/ul/li/div/div/div[3]/ul/li[2]_SEL","//*[@id=""c-193626""]/div[1]/div[1]/p[1]_RELOC","xpath//*[@id=""c-193626""]/div/div/p_SEL","//*[@id=""c-231052""]/div[1]/div[1]/p[2]_RELOC","xpath//*[@id=""c-231052""]/div/div/p[2]_SEL","//*[@id=""c-194235""]/p[1]_RELOC","xpath//*[@id=""c-194235""]/p_SEL","//*[@id=""wm-media-prev""]_RELOC",idwm-media-prev_SEL,"xpath//*[@id=""wm-media-prev""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" lang-menu__list--up "")]/li[7]_RELOC",class namelang-menu__item_SEL,"xpath//*[@id=""mobile-nav""]/ul/li[7]_SEL","//*[@id=""c-225253""]/div[1]/div[1]/div[1]/div[2]/p[1]/p[1]_RELOC","xpath//*[@id=""c-225253""]/div/div/div/div[2]/p/p_SEL","//*[@id=""section-11-1""]/div[1]_RELOC","xpath//*[@id=""section-11-1""]/div_SEL","//*[@id=""c-278671""]/div[1]/div[1]/div[1]/div[3]_RELOC",class namehero__btn-bar_SEL,idc-185428_SEL,"xpath//*[@id=""c-185428""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" block-grid--md-x4 "")]/li[4]_RELOC",class nameblock-grid__col_SEL,"xpath//*[@id=""blockGrid-1""]/li[4]_SEL","//*[@id=""c-278671""]/div[1]/div[1]/div[1]_RELOC",class namehero__content_SEL,"xpath//*[@id=""c-278671""]/div/div/div_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" btn-bar--center "")]_RELOC",class namebtn-bar_SEL,idc-193770_SEL,"xpath//*[@id=""c-193770""]_SEL","//*[@id=""row-1-2""]_RELOC",class namerow_SEL,idrow-1-2_SEL,"xpath//*[@id=""row-1-2""]_SEL","//*[contains(concat("" "", normalize-space(@class), "" ""), "" _languageMenuMount "")]_RELOC",class namesite-footer__lang-select_SEL,"xpath//*[@id=""footer""]/div[2]/div/div/div_SEL"
21,20220301021343,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
22,20220302205622,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
23,20220305021456,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
24,20220306023218,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
25,20220307122716,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
26,20220308200406,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
27,20220309211337,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
28,20220310184132,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
29,20220311183900,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
30,20220312192842,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
31,20220313142124,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
32,20220314180309,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
33,20220315150759,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
34,20220316233355,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
35,20220317183332,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
36,20220318193312,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
37,20220319190215,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
38,20220320195258,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
39,20220321070535,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
40,20220322021829,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
41,20220323221238,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
42,20220324081339,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
43,20220325024919,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
44,20220326020612,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
45,20220327080905,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
46,20220328042543,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
47,20220329151107,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
48,20220330225441,1,1,1,23,1,1,3,1,1,20,1,1,1,1,39,1,1,33,1,1,2,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,6,3,3,1,17,1,1,8,2,1,1,1,1,1,18,1,1,1,1,4
